dataset\track_2_extended_rev\images\center_2020_02_13_13_12_24_796.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_24_796.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_24_796.jpg,0,1,0,7.181318
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_24_864.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_24_864.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_24_864.jpg,0,1,0,7.863599
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_24_934.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_24_934.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_24_934.jpg,0,1,0,8.766987
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_014.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_014.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_014.jpg,0,1,0,9.663556
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_092.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_092.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_092.jpg,0,1,0,10.553
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_162.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_162.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_162.jpg,-0.15,1,0,11.20931
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_232.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_232.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_232.jpg,0,0.8930827,0,11.8216
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_311.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_311.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_311.jpg,0,0.6581959,0,12.32481
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_383.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_383.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_383.jpg,0,0.4661776,0,12.83793
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_460.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_460.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_460.jpg,0,0.2435285,0,13.43126
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_532.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_532.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_532.jpg,-0.2,0,0,13.44825
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_609.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_609.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_609.jpg,0,0.1734507,0,13.36711
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_680.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_680.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_680.jpg,0,0.3503052,0,12.93697
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_751.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_751.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_751.jpg,0,0.5953992,0,13.47368
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_819.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_819.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_819.jpg,0,0.6630372,0,14.1521
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_894.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_894.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_894.jpg,0,0.417819,0,14.48404
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_25_963.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_25_963.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_25_963.jpg,-0.05,0.2438112,0,14.4984
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_038.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_038.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_038.jpg,-0.25,0.09406258,0,14.41124
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_111.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_111.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_111.jpg,0,0.3417639,0,14.49325
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_180.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_180.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_180.jpg,0,0.2820729,0,14.92027
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_249.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_249.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_249.jpg,-0.15,0.0393477,0,14.94299
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_319.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_319.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_319.jpg,0,0,0,14.63243
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_394.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_394.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_394.jpg,0,0,0.2257953,14.01556
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_461.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_461.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_461.jpg,0,0,0.3887673,13.14235
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_528.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_528.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_528.jpg,-0.15,0,0.2704602,11.91744
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_600.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_600.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_600.jpg,-0.3,0,0.07746483,10.99441
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_676.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_676.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_676.jpg,-0.5000001,0,0,10.23365
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_750.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_750.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_750.jpg,0,0.0979857,0,10.14567
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_829.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_829.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_829.jpg,0,0.3333708,0,10.3302
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_900.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_900.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_900.jpg,-0.05,0.4567689,0,10.66086
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_26_976.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_26_976.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_26_976.jpg,-0.25,0.2056203,0,11.01302
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_27_048.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_27_048.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_27_048.jpg,-0.45,0,0,11.09571
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_27_123.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_27_123.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_27_123.jpg,0,0.192942,0,11.1857
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_27_196.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_27_196.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_27_196.jpg,0,0.4417965,0,11.60174
dataset\track_2_extended_rev\images\center_2020_02_13_13_12_27_265.jpg,dataset\track_2_extended_rev\images\left_2020_02_13_13_12_27_265.jpg,dataset\track_2_extended_rev\images\right_2020_02_13_13_12_27_265.jpg,-0.1,0.6159216,0,11.58046
