dataset\track_2_extended\images\center_2020_02_13_12_45_18_157.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_157.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_157.jpg,0,0.4121547,0,20.68901
dataset\track_2_extended\images\center_2020_02_13_12_45_18_223.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_223.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_223.jpg,0,0.5925665,0,20.93609
dataset\track_2_extended\images\center_2020_02_13_12_45_18_291.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_291.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_291.jpg,0,0.8391082,0,21.47512
dataset\track_2_extended\images\center_2020_02_13_12_45_18_361.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_361.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_361.jpg,0,1,0,22.02273
dataset\track_2_extended\images\center_2020_02_13_12_45_18_432.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_432.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_432.jpg,0,1,0,22.81381
dataset\track_2_extended\images\center_2020_02_13_12_45_18_499.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_499.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_499.jpg,0,1,0,23.402
dataset\track_2_extended\images\center_2020_02_13_12_45_18_568.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_568.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_568.jpg,0,1,0,23.98742
dataset\track_2_extended\images\center_2020_02_13_12_45_18_638.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_638.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_638.jpg,0,1,0,24.76205
dataset\track_2_extended\images\center_2020_02_13_12_45_18_708.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_708.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_708.jpg,0,1,0,25.33864
dataset\track_2_extended\images\center_2020_02_13_12_45_18_778.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_778.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_778.jpg,0,0.8441575,0,26.0586
dataset\track_2_extended\images\center_2020_02_13_12_45_18_848.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_848.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_848.jpg,0,0.6556133,0,26.46182
dataset\track_2_extended\images\center_2020_02_13_12_45_18_921.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_921.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_921.jpg,0,0.4376576,0,26.78316
dataset\track_2_extended\images\center_2020_02_13_12_45_18_990.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_18_990.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_18_990.jpg,0.2,0.6046061,0,27.0224
dataset\track_2_extended\images\center_2020_02_13_12_45_19_058.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_19_058.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_19_058.jpg,0,0.7921574,0,27.34432
dataset\track_2_extended\images\center_2020_02_13_12_45_19_128.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_19_128.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_19_128.jpg,0,0.9618291,0,27.80969
dataset\track_2_extended\images\center_2020_02_13_12_45_19_195.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_19_195.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_19_195.jpg,0.05,1,0,28.57276
dataset\track_2_extended\images\center_2020_02_13_12_45_19_268.jpg,dataset\track_2_extended\images\left_2020_02_13_12_45_19_268.jpg,dataset\track_2_extended\images\right_2020_02_13_12_45_19_268.jpg,0.2,0.8711484,0,28.34886
