dataset\track_1\images\center_2020_02_11_10_30_56_849.jpg,dataset\track_1\images\left_2020_02_11_10_30_56_849.jpg,dataset\track_1\images\right_2020_02_11_10_30_56_849.jpg,0,1,0,30.19033
dataset\track_1\images\center_2020_02_11_10_31_42_826.jpg,dataset\track_1\images\left_2020_02_11_10_31_42_826.jpg,dataset\track_1\images\right_2020_02_11_10_31_42_826.jpg,0,1,0,30.18453
dataset\track_1\images\center_2020_02_11_10_31_48_339.jpg,dataset\track_1\images\left_2020_02_11_10_31_48_339.jpg,dataset\track_1\images\right_2020_02_11_10_31_48_339.jpg,0,1,0,30.19047
dataset\track_1\images\center_2020_02_11_10_32_20_307.jpg,dataset\track_1\images\left_2020_02_11_10_32_20_307.jpg,dataset\track_1\images\right_2020_02_11_10_32_20_307.jpg,0,1,0,30.19
dataset\track_1\images\center_2020_02_11_10_30_37_832.jpg,dataset\track_1\images\left_2020_02_11_10_30_37_832.jpg,dataset\track_1\images\right_2020_02_11_10_30_37_832.jpg,0,1,0,30.19032
dataset\track_1\images\center_2020_02_11_10_34_08_704.jpg,dataset\track_1\images\left_2020_02_11_10_34_08_704.jpg,dataset\track_1\images\right_2020_02_11_10_34_08_704.jpg,-0.25,1,0,30.179
dataset\track_1\images\center_2020_02_11_10_29_06_760.jpg,dataset\track_1\images\left_2020_02_11_10_29_06_760.jpg,dataset\track_1\images\right_2020_02_11_10_29_06_760.jpg,0,1,0,30.19094
dataset\track_1\images\center_2020_02_11_10_29_55_627.jpg,dataset\track_1\images\left_2020_02_11_10_29_55_627.jpg,dataset\track_1\images\right_2020_02_11_10_29_55_627.jpg,0,1,0,30.18459
dataset\track_1\images\center_2020_02_11_10_33_03_297.jpg,dataset\track_1\images\left_2020_02_11_10_33_03_297.jpg,dataset\track_1\images\right_2020_02_11_10_33_03_297.jpg,0,1,0,30.19024
dataset\track_1\images\center_2020_02_11_10_30_48_852.jpg,dataset\track_1\images\left_2020_02_11_10_30_48_852.jpg,dataset\track_1\images\right_2020_02_11_10_30_48_852.jpg,0,1,0,30.1903
dataset\track_1\images\center_2020_02_11_10_29_43_936.jpg,dataset\track_1\images\left_2020_02_11_10_29_43_936.jpg,dataset\track_1\images\right_2020_02_11_10_29_43_936.jpg,0,1,0,30.191
dataset\track_1\images\center_2020_02_11_10_31_45_011.jpg,dataset\track_1\images\left_2020_02_11_10_31_45_011.jpg,dataset\track_1\images\right_2020_02_11_10_31_45_011.jpg,0,1,0,30.18845
dataset\track_1\images\center_2020_02_11_10_30_54_708.jpg,dataset\track_1\images\left_2020_02_11_10_30_54_708.jpg,dataset\track_1\images\right_2020_02_11_10_30_54_708.jpg,-0.25,1,0,30.17561
